Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Weight in lbs,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Agility,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Years of experience,Height in cm
19,62,77,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,176,48.0,24.0,60.0,55.0,26.0,45.0,33.0,35.0,51.0,50.0,65.0,63.0,63.0,44.0,76.0,65.0,71.0,33.0,56.0,54.0,50.0,39.0,40.0,46.0,7.0,14.0,16.0,12.0,6.0,4,187.96
33,62,62,Right,1.0,3.0,2.0,High/ Medium,Normal,RB,161,51.0,35.0,56.0,60.0,34.0,53.0,55.0,46.0,55.0,65.0,55.0,64.0,68.0,45.0,68.0,57.0,58.0,34.0,62.0,68.0,57.0,46.0,45.0,60.0,9.0,15.0,10.0,11.0,5.0,16,175.26
24,62,67,Left,1.0,3.0,2.0,High/ Medium,Normal,LB,154,60.0,32.0,47.0,48.0,28.0,60.0,37.0,33.0,38.0,62.0,67.0,62.0,67.0,31.0,65.0,63.0,49.0,36.0,55.0,63.0,59.0,43.0,46.0,64.0,13.0,7.0,12.0,6.0,7.0,1,177.8
18,62,80,Right,1.0,3.0,2.0,High/ High,Normal,RB,150,62.0,44.0,63.0,56.0,27.0,59.0,42.0,38.0,53.0,61.0,74.0,73.0,48.0,60.0,78.0,53.0,54.0,50.0,61.0,57.0,46.0,45.0,36.0,54.0,12.0,5.0,14.0,7.0,10.0,3,180.34
19,62,71,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CM,152,56.0,43.0,47.0,65.0,53.0,62.0,60.0,49.0,53.0,64.0,74.0,78.0,74.0,54.0,63.0,70.0,58.0,43.0,48.0,54.0,58.0,64.0,56.0,58.0,10.0,14.0,12.0,12.0,6.0,2,177.8
21,62,69,Left,1.0,2.0,2.0,High/ Medium,Lean,CB,152,57.0,50.0,63.0,59.0,56.0,56.0,49.0,43.0,57.0,59.0,68.0,64.0,71.0,47.0,71.0,73.0,69.0,31.0,43.0,58.0,53.0,53.0,55.0,53.0,6.0,13.0,12.0,13.0,13.0,4,182.88
29,62,62,Left,1.0,3.0,2.0,High/ Low,Normal,CF,161,55.0,65.0,59.0,58.0,62.0,59.0,64.0,57.0,42.0,60.0,64.0,71.0,63.0,79.0,66.0,69.0,72.0,66.0,72.0,36.0,59.0,54.0,63.0,52.0,15.0,8.0,6.0,10.0,10.0,2,177.8
24,62,67,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,161,43.0,34.0,66.0,59.0,36.0,42.0,39.0,33.0,53.0,48.0,66.0,57.0,61.0,53.0,67.0,68.0,77.0,37.0,53.0,65.0,54.0,53.0,38.0,47.0,11.0,7.0,9.0,13.0,10.0,3,182.88
18,62,74,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,154,35.0,25.0,65.0,48.0,29.0,35.0,32.0,27.0,38.0,49.0,49.0,44.0,57.0,43.0,66.0,59.0,72.0,24.0,61.0,59.0,30.0,29.0,45.0,44.0,15.0,14.0,13.0,11.0,13.0,1,187.96
31,62,62,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,170,20.0,17.0,61.0,41.0,25.0,35.0,20.0,23.0,32.0,43.0,50.0,54.0,57.0,28.0,78.0,52.0,77.0,13.0,70.0,61.0,21.0,27.0,36.0,54.0,14.0,15.0,8.0,15.0,14.0,2,182.88
23,62,68,Left,1.0,4.0,2.0,Medium/ Medium,Normal,LB,174,63.0,30.0,52.0,56.0,26.0,57.0,52.0,44.0,49.0,53.0,63.0,46.0,62.0,32.0,57.0,67.0,64.0,45.0,53.0,58.0,45.0,37.0,42.0,44.0,13.0,10.0,9.0,11.0,13.0,1,187.96
34,62,62,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,190,24.0,45.0,61.0,42.0,20.0,43.0,34.0,32.0,35.0,57.0,32.0,51.0,47.0,60.0,75.0,48.0,81.0,41.0,77.0,55.0,38.0,34.0,37.0,57.0,10.0,6.0,7.0,13.0,13.0,4,187.96
18,62,77,Left,1.0,3.0,2.0,High/ Medium,Lean,LWB,143,64.0,29.0,39.0,53.0,25.0,55.0,58.0,22.0,42.0,57.0,79.0,77.0,80.0,43.0,84.0,76.0,53.0,23.0,56.0,58.0,57.0,44.0,24.0,56.0,12.0,12.0,7.0,6.0,14.0,1,175.26
24,62,69,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,176,40.0,23.0,61.0,47.0,25.0,56.0,42.0,36.0,45.0,52.0,64.0,55.0,61.0,37.0,67.0,78.0,67.0,23.0,61.0,62.0,33.0,33.0,39.0,55.0,11.0,15.0,13.0,12.0,13.0,1,187.96
25,62,65,Right,1.0,4.0,2.0,Medium/ High,Normal,LCM,165,64.0,55.0,56.0,62.0,54.0,57.0,59.0,62.0,61.0,60.0,58.0,64.0,70.0,67.0,71.0,82.0,71.0,69.0,60.0,52.0,59.0,64.0,51.0,49.0,14.0,14.0,8.0,15.0,14.0,1,190.5
26,62,62,Right,1.0,3.0,2.0,Medium/ Medium,Normal,ST,170,30.0,64.0,70.0,51.0,52.0,58.0,44.0,26.0,33.0,59.0,68.0,63.0,65.0,64.0,65.0,69.0,71.0,59.0,35.0,17.0,51.0,44.0,60.0,43.0,10.0,10.0,13.0,11.0,16.0,10,177.8
22,62,69,Left,1.0,3.0,2.0,Medium/ Medium,Lean,LW,152,62.0,55.0,58.0,61.0,51.0,60.0,43.0,39.0,57.0,62.0,78.0,71.0,69.0,49.0,39.0,37.0,39.0,51.0,30.0,18.0,57.0,60.0,48.0,59.0,11.0,12.0,14.0,8.0,14.0,1,182.88
17,62,84,Left,1.0,2.0,3.0,High/ Medium,Lean,RM,148,59.0,38.0,36.0,58.0,50.0,65.0,67.0,63.0,56.0,67.0,79.0,75.0,79.0,62.0,51.0,57.0,48.0,40.0,35.0,21.0,54.0,57.0,55.0,49.0,9.0,15.0,8.0,10.0,9.0,2,175.26
23,62,67,Right,1.0,3.0,2.0,High/ High,Lean,CAM,165,57.0,58.0,61.0,66.0,49.0,61.0,54.0,40.0,61.0,66.0,76.0,69.0,64.0,60.0,63.0,70.0,74.0,54.0,55.0,51.0,54.0,62.0,46.0,62.0,14.0,8.0,12.0,14.0,16.0,1,187.96
17,62,80,Right,1.0,3.0,4.0,High/ Medium,Lean,RM,165,45.0,57.0,43.0,50.0,47.0,73.0,69.0,59.0,43.0,67.0,75.0,72.0,63.0,55.0,63.0,66.0,68.0,43.0,41.0,31.0,55.0,54.0,54.0,64.0,7.0,13.0,15.0,8.0,7.0,1,180.34
26,62,65,Right,1.0,2.0,2.0,Low/ High,Normal,CB,154,32.0,21.0,66.0,47.0,30.0,30.0,28.0,28.0,40.0,38.0,63.0,59.0,61.0,43.0,72.0,72.0,72.0,24.0,76.0,59.0,28.0,18.0,28.0,42.0,16.0,14.0,7.0,12.0,10.0,2,185.42
30,62,62,Right,1.0,3.0,2.0,Medium/ High,Normal,LB,154,57.0,34.0,53.0,69.0,45.0,54.0,47.0,39.0,63.0,51.0,60.0,53.0,68.0,55.0,70.0,69.0,61.0,45.0,66.0,54.0,56.0,48.0,49.0,48.0,10.0,13.0,6.0,12.0,5.0,2,175.26
23,62,70,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,146,51.0,40.0,44.0,64.0,28.0,59.0,50.0,34.0,57.0,59.0,74.0,78.0,77.0,50.0,60.0,65.0,68.0,47.0,75.0,62.0,49.0,56.0,45.0,57.0,11.0,5.0,12.0,8.0,10.0,2,177.8
25,62,63,Left,1.0,1.0,2.0,Medium/ High,Stocky,LB,176,53.0,30.0,68.0,46.0,22.0,35.0,42.0,40.0,52.0,56.0,67.0,46.0,68.0,45.0,63.0,73.0,74.0,48.0,73.0,49.0,37.0,12.0,37.0,44.0,11.0,10.0,13.0,8.0,8.0,4,187.96
27,62,62,Left,1.0,3.0,2.0,Low/ Medium,Normal,CB,165,58.0,42.0,48.0,54.0,27.0,63.0,47.0,28.0,37.0,61.0,63.0,66.0,63.0,50.0,65.0,67.0,68.0,40.0,64.0,59.0,50.0,43.0,35.0,50.0,14.0,10.0,13.0,7.0,12.0,3,182.88
19,62,75,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RB,172,60.0,36.0,55.0,57.0,33.0,56.0,50.0,41.0,39.0,60.0,69.0,64.0,65.0,43.0,63.0,66.0,53.0,34.0,58.0,58.0,47.0,41.0,38.0,55.0,7.0,9.0,10.0,12.0,8.0,1,182.88
24,62,66,Right,1.0,2.0,3.0,Medium/ Medium,Lean,ST,170,36.0,60.0,60.0,49.0,46.0,61.0,52.0,37.0,34.0,63.0,64.0,67.0,49.0,63.0,83.0,57.0,80.0,55.0,45.0,20.0,62.0,48.0,68.0,50.0,12.0,13.0,16.0,10.0,13.0,4,182.88
21,62,72,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RB,148,58.0,31.0,57.0,56.0,28.0,50.0,32.0,30.0,23.0,60.0,64.0,48.0,66.0,24.0,57.0,61.0,50.0,25.0,54.0,64.0,47.0,32.0,36.0,42.0,7.0,13.0,8.0,10.0,9.0,3,182.88
18,62,81,Right,1.0,3.0,2.0,Medium/ Low,Normal,ST,170,33.0,66.0,59.0,45.0,57.0,55.0,32.0,31.0,29.0,61.0,62.0,62.0,68.0,58.0,72.0,52.0,57.0,52.0,50.0,16.0,63.0,47.0,57.0,49.0,12.0,8.0,12.0,13.0,12.0,2,177.8
26,62,65,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,183,41.0,30.0,63.0,47.0,17.0,35.0,23.0,44.0,40.0,43.0,55.0,63.0,52.0,55.0,71.0,61.0,78.0,23.0,52.0,62.0,26.0,37.0,60.0,49.0,7.0,14.0,11.0,7.0,15.0,1,185.42
31,62,62,Right,1.0,4.0,3.0,Medium/ Medium,Lean,CAM,150,63.0,58.0,49.0,58.0,62.0,60.0,68.0,67.0,57.0,61.0,70.0,79.0,82.0,61.0,69.0,68.0,55.0,64.0,56.0,63.0,60.0,61.0,62.0,62.0,9.0,11.0,11.0,6.0,13.0,1,175.26
34,62,62,Right,1.0,4.0,2.0,High/ Medium,Normal,ST,176,57.0,60.0,63.0,64.0,61.0,60.0,59.0,58.0,61.0,56.0,66.0,65.0,44.0,66.0,68.0,53.0,71.0,64.0,69.0,48.0,61.0,66.0,58.0,62.0,6.0,16.0,16.0,6.0,8.0,4,185.42
20,62,72,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,190,22.0,26.0,55.0,50.0,25.0,23.0,24.0,21.0,23.0,52.0,52.0,38.0,38.0,39.0,68.0,53.0,75.0,18.0,56.0,64.0,21.0,27.0,34.0,38.0,7.0,13.0,13.0,6.0,7.0,2,190.5
26,62,63,Right,1.0,3.0,2.0,High/ Low,Normal,ST,154,55.0,61.0,51.0,53.0,55.0,66.0,61.0,68.0,38.0,55.0,84.0,81.0,87.0,67.0,83.0,65.0,56.0,59.0,53.0,21.0,63.0,48.0,67.0,55.0,8.0,9.0,8.0,10.0,9.0,1,170.18
22,62,70,Right,1.0,3.0,2.0,Medium/ Medium,Normal,ST,170,32.0,63.0,60.0,58.0,55.0,65.0,38.0,28.0,51.0,62.0,53.0,58.0,66.0,61.0,69.0,50.0,58.0,60.0,26.0,17.0,67.0,48.0,61.0,47.0,11.0,13.0,9.0,13.0,14.0,1,187.96
20,62,74,Right,1.0,3.0,2.0,Medium/ High,Normal,CDM,172,36.0,38.0,54.0,62.0,33.0,56.0,34.0,39.0,64.0,55.0,62.0,60.0,58.0,63.0,46.0,60.0,74.0,57.0,68.0,61.0,59.0,61.0,44.0,52.0,14.0,12.0,15.0,13.0,6.0,4,185.42
24,62,66,Left,1.0,3.0,2.0,High/ Low,Normal,ST,170,27.0,68.0,69.0,58.0,47.0,47.0,36.0,26.0,47.0,60.0,69.0,73.0,63.0,65.0,70.0,67.0,78.0,52.0,65.0,16.0,45.0,64.0,66.0,53.0,14.0,8.0,12.0,9.0,12.0,3,180.34
19,62,75,Right,1.0,3.0,2.0,High/ Medium,Lean,RB,159,55.0,32.0,51.0,54.0,29.0,59.0,39.0,25.0,45.0,57.0,83.0,73.0,80.0,40.0,70.0,72.0,62.0,31.0,52.0,57.0,48.0,43.0,40.0,45.0,7.0,10.0,9.0,8.0,6.0,2,182.88
30,62,62,Right,1.0,4.0,2.0,Medium/ High,Normal,CM,174,51.0,47.0,63.0,63.0,55.0,59.0,48.0,44.0,62.0,61.0,62.0,57.0,62.0,65.0,70.0,72.0,80.0,57.0,72.0,63.0,50.0,61.0,51.0,65.0,10.0,6.0,14.0,6.0,10.0,1,187.96
24,62,65,Left,1.0,3.0,3.0,Medium/ Medium,Normal,RM,159,65.0,49.0,44.0,60.0,49.0,67.0,68.0,65.0,56.0,61.0,76.0,73.0,71.0,54.0,69.0,56.0,63.0,44.0,45.0,24.0,54.0,53.0,50.0,49.0,6.0,10.0,6.0,5.0,12.0,1,180.34
27,62,62,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CM,148,59.0,40.0,47.0,66.0,60.0,60.0,63.0,38.0,68.0,65.0,49.0,73.0,69.0,52.0,78.0,67.0,67.0,54.0,70.0,56.0,49.0,62.0,38.0,64.0,9.0,15.0,6.0,14.0,7.0,2,175.26
26,62,65,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,174,57.0,37.0,60.0,55.0,46.0,61.0,60.0,42.0,59.0,58.0,67.0,64.0,55.0,57.0,60.0,78.0,77.0,42.0,65.0,59.0,46.0,44.0,37.0,57.0,12.0,12.0,7.0,13.0,7.0,4,187.96
20,62,76,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CB,172,31.0,31.0,52.0,52.0,32.0,30.0,33.0,29.0,50.0,30.0,54.0,42.0,55.0,55.0,75.0,59.0,75.0,34.0,60.0,56.0,35.0,27.0,45.0,45.0,7.0,14.0,15.0,13.0,13.0,3,182.88
21,62,72,Right,1.0,3.0,2.0,High/ Medium,Lean,CAM,154,44.0,55.0,33.0,59.0,42.0,56.0,63.0,59.0,58.0,63.0,80.0,65.0,73.0,61.0,39.0,54.0,59.0,57.0,49.0,49.0,60.0,57.0,33.0,48.0,7.0,9.0,14.0,7.0,13.0,2,175.26
29,62,62,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CM,172,54.0,44.0,57.0,63.0,41.0,60.0,52.0,49.0,60.0,65.0,61.0,68.0,44.0,65.0,67.0,54.0,74.0,47.0,58.0,45.0,66.0,71.0,53.0,65.0,12.0,13.0,14.0,9.0,9.0,2,185.42
22,62,71,Right,1.0,3.0,2.0,Medium/ Medium,Lean,RB,154,56.0,31.0,47.0,55.0,32.0,56.0,38.0,34.0,46.0,54.0,72.0,65.0,70.0,38.0,56.0,70.0,57.0,35.0,55.0,57.0,48.0,48.0,32.0,45.0,14.0,9.0,6.0,8.0,13.0,1,177.8
27,62,62,Right,1.0,3.0,2.0,Medium/ Medium,Normal,LB,159,59.0,33.0,62.0,56.0,33.0,52.0,33.0,36.0,54.0,56.0,76.0,68.0,68.0,53.0,82.0,78.0,64.0,44.0,58.0,61.0,48.0,44.0,45.0,45.0,15.0,16.0,15.0,7.0,14.0,1,175.26
22,62,69,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,RB,165,56.0,49.0,48.0,59.0,43.0,56.0,46.0,44.0,41.0,60.0,68.0,67.0,60.0,64.0,66.0,75.0,69.0,61.0,76.0,58.0,52.0,43.0,46.0,48.0,11.0,5.0,7.0,8.0,7.0,1,182.88
22,62,70,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,165,43.0,33.0,64.0,51.0,31.0,36.0,33.0,34.0,44.0,44.0,63.0,61.0,69.0,39.0,81.0,70.0,72.0,32.0,61.0,60.0,42.0,47.0,35.0,58.0,6.0,9.0,6.0,7.0,9.0,1,177.8
18,62,75,Left,1.0,3.0,3.0,Medium/ Medium,Lean,LB,163,58.0,22.0,61.0,60.0,24.0,64.0,43.0,30.0,55.0,65.0,65.0,62.0,59.0,29.0,68.0,64.0,66.0,26.0,57.0,54.0,38.0,46.0,39.0,54.0,8.0,11.0,7.0,14.0,12.0,2,185.42
21,62,70,Right,1.0,4.0,3.0,Medium/ Low,Lean,RM,148,58.0,45.0,37.0,67.0,51.0,63.0,48.0,45.0,61.0,63.0,74.0,72.0,77.0,46.0,74.0,38.0,35.0,53.0,45.0,32.0,56.0,62.0,42.0,57.0,8.0,13.0,15.0,11.0,9.0,2,175.26
20,62,75,Right,1.0,2.0,2.0,High/ Medium,Normal,LM,148,64.0,45.0,62.0,63.0,44.0,58.0,75.0,62.0,61.0,64.0,67.0,66.0,68.0,78.0,64.0,69.0,61.0,51.0,61.0,49.0,63.0,57.0,56.0,49.0,9.0,9.0,10.0,9.0,14.0,1,180.34
20,62,75,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,185,33.0,29.0,55.0,33.0,26.0,32.0,30.0,31.0,35.0,39.0,54.0,48.0,52.0,45.0,70.0,62.0,76.0,21.0,50.0,54.0,24.0,29.0,42.0,45.0,9.0,11.0,8.0,7.0,12.0,4,182.88
27,62,62,Right,1.0,4.0,2.0,High/ Medium,Lean,ST,194,33.0,66.0,73.0,40.0,58.0,50.0,35.0,29.0,27.0,55.0,63.0,53.0,53.0,59.0,65.0,63.0,70.0,53.0,46.0,12.0,66.0,39.0,47.0,49.0,13.0,15.0,15.0,9.0,13.0,1,187.96
28,62,62,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RM,161,64.0,42.0,62.0,65.0,45.0,64.0,45.0,29.0,62.0,65.0,66.0,75.0,69.0,41.0,84.0,69.0,71.0,39.0,59.0,60.0,58.0,45.0,34.0,60.0,14.0,7.0,6.0,6.0,11.0,7,175.26
19,62,72,Right,1.0,2.0,2.0,Low/ High,Lean,CB,209,29.0,26.0,56.0,47.0,36.0,44.0,33.0,39.0,42.0,44.0,74.0,58.0,49.0,51.0,68.0,74.0,83.0,48.0,71.0,54.0,32.0,36.0,41.0,43.0,12.0,14.0,14.0,8.0,12.0,2,193.04
21,62,75,Right,1.0,3.0,2.0,Low/ Medium,Normal,CB,194,23.0,22.0,55.0,42.0,22.0,26.0,28.0,22.0,36.0,31.0,47.0,38.0,38.0,33.0,71.0,49.0,87.0,18.0,65.0,59.0,22.0,32.0,31.0,42.0,9.0,11.0,8.0,14.0,15.0,1,193.04
25,62,66,Right,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,170,29.0,28.0,60.0,57.0,34.0,54.0,26.0,28.0,51.0,55.0,67.0,62.0,60.0,37.0,67.0,67.0,72.0,38.0,58.0,58.0,23.0,32.0,35.0,42.0,9.0,10.0,6.0,14.0,8.0,2,185.42
20,62,72,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CDM,165,47.0,38.0,50.0,67.0,31.0,55.0,36.0,38.0,64.0,59.0,63.0,67.0,65.0,45.0,52.0,55.0,61.0,42.0,58.0,59.0,41.0,54.0,41.0,52.0,11.0,14.0,13.0,5.0,8.0,1,180.34
22,62,70,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,176,58.0,26.0,51.0,55.0,24.0,57.0,39.0,20.0,51.0,50.0,75.0,57.0,55.0,46.0,68.0,68.0,71.0,27.0,63.0,58.0,38.0,45.0,45.0,50.0,8.0,8.0,12.0,12.0,6.0,1,185.42
18,62,78,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RW,146,62.0,59.0,59.0,64.0,43.0,67.0,52.0,33.0,61.0,63.0,70.0,73.0,67.0,63.0,59.0,75.0,63.0,47.0,50.0,32.0,58.0,50.0,52.0,56.0,5.0,13.0,7.0,12.0,13.0,1,177.8
20,62,70,Right,1.0,3.0,2.0,Medium/ Low,Normal,ST,159,43.0,68.0,68.0,60.0,46.0,55.0,49.0,43.0,36.0,58.0,59.0,59.0,61.0,61.0,60.0,55.0,65.0,63.0,35.0,19.0,59.0,50.0,61.0,53.0,11.0,6.0,9.0,7.0,13.0,1,180.34
32,62,62,Right,1.0,3.0,2.0,High/ High,Normal,ST,172,48.0,58.0,61.0,48.0,36.0,52.0,38.0,29.0,37.0,61.0,71.0,64.0,32.0,66.0,84.0,85.0,85.0,58.0,90.0,48.0,63.0,49.0,64.0,56.0,16.0,15.0,11.0,16.0,16.0,1,187.96
28,62,62,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,165,37.0,67.0,56.0,61.0,64.0,72.0,52.0,41.0,45.0,58.0,62.0,57.0,69.0,70.0,58.0,39.0,63.0,62.0,30.0,18.0,52.0,60.0,70.0,48.0,6.0,8.0,10.0,10.0,10.0,2,177.8
20,62,71,Right,1.0,3.0,2.0,Medium/ Medium,Lean,LM,139,62.0,54.0,39.0,63.0,47.0,66.0,58.0,43.0,57.0,64.0,82.0,79.0,85.0,68.0,63.0,45.0,31.0,53.0,38.0,39.0,48.0,54.0,54.0,46.0,10.0,13.0,13.0,8.0,13.0,1,170.18
28,62,62,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,174,61.0,38.0,61.0,57.0,45.0,56.0,48.0,55.0,55.0,59.0,67.0,69.0,64.0,55.0,80.0,67.0,74.0,39.0,67.0,61.0,39.0,58.0,46.0,62.0,8.0,15.0,13.0,11.0,13.0,1,182.88
23,62,69,Left,1.0,3.0,2.0,High/ Medium,Stocky,LB,172,59.0,28.0,64.0,53.0,35.0,56.0,39.0,39.0,45.0,52.0,71.0,59.0,58.0,28.0,71.0,68.0,68.0,34.0,60.0,64.0,46.0,43.0,48.0,50.0,10.0,13.0,16.0,14.0,14.0,6,182.88
20,62,79,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,168,53.0,62.0,58.0,55.0,53.0,67.0,63.0,33.0,40.0,60.0,68.0,62.0,58.0,59.0,58.0,62.0,68.0,60.0,43.0,18.0,65.0,48.0,49.0,57.0,10.0,13.0,11.0,14.0,8.0,1,187.96
19,62,78,Left,1.0,3.0,2.0,Medium/ High,Lean,LB,172,50.0,10.0,60.0,58.0,38.0,52.0,41.0,40.0,55.0,54.0,63.0,54.0,54.0,57.0,68.0,54.0,68.0,32.0,57.0,60.0,22.0,43.0,43.0,56.0,14.0,5.0,12.0,10.0,12.0,1,182.88
21,62,72,Right,1.0,3.0,2.0,Low/ Low,Normal,CM,154,38.0,39.0,45.0,67.0,44.0,62.0,35.0,37.0,62.0,62.0,59.0,69.0,69.0,53.0,57.0,65.0,54.0,45.0,53.0,47.0,59.0,63.0,45.0,62.0,13.0,14.0,11.0,6.0,9.0,5,180.34
31,62,62,Left,1.0,3.0,2.0,Medium/ Medium,Stocky,CDM,176,36.0,39.0,60.0,53.0,36.0,56.0,30.0,38.0,46.0,56.0,55.0,53.0,49.0,64.0,73.0,92.0,86.0,37.0,77.0,60.0,46.0,41.0,44.0,68.0,6.0,14.0,12.0,7.0,11.0,1,185.42
27,62,63,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,174,63.0,50.0,58.0,61.0,47.0,60.0,60.0,58.0,60.0,62.0,65.0,59.0,58.0,64.0,74.0,62.0,63.0,66.0,62.0,61.0,58.0,60.0,47.0,59.0,8.0,13.0,7.0,8.0,9.0,2,182.88
25,62,66,Right,1.0,3.0,3.0,Medium/ Low,Normal,CAM,152,63.0,54.0,51.0,65.0,63.0,63.0,50.0,53.0,61.0,61.0,60.0,63.0,77.0,64.0,61.0,73.0,64.0,61.0,66.0,26.0,57.0,63.0,63.0,60.0,7.0,15.0,11.0,15.0,15.0,1,170.18
26,62,66,Right,1.0,2.0,2.0,Medium/ High,Normal,CB,176,28.0,46.0,58.0,54.0,31.0,38.0,37.0,35.0,52.0,48.0,60.0,59.0,54.0,43.0,69.0,74.0,72.0,36.0,68.0,56.0,44.0,52.0,30.0,48.0,14.0,8.0,15.0,15.0,15.0,1,185.42
18,62,74,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RB,179,55.0,50.0,56.0,54.0,29.0,69.0,38.0,34.0,40.0,55.0,73.0,63.0,57.0,53.0,64.0,63.0,73.0,37.0,63.0,55.0,43.0,46.0,43.0,50.0,11.0,8.0,8.0,7.0,5.0,3,185.42
20,62,76,Right,1.0,2.0,3.0,Medium/ Medium,Lean,RM,134,55.0,53.0,50.0,61.0,32.0,62.0,53.0,33.0,55.0,61.0,91.0,73.0,75.0,44.0,59.0,64.0,43.0,45.0,58.0,30.0,49.0,53.0,42.0,49.0,14.0,11.0,10.0,12.0,11.0,1,175.26
24,62,67,Left,1.0,3.0,3.0,High/ Medium,Normal,ST,157,42.0,60.0,43.0,52.0,50.0,63.0,37.0,37.0,35.0,62.0,74.0,66.0,70.0,66.0,63.0,64.0,69.0,55.0,34.0,18.0,67.0,48.0,51.0,58.0,6.0,12.0,9.0,9.0,11.0,2,180.34
24,62,66,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,154,29.0,22.0,59.0,45.0,22.0,34.0,22.0,27.0,46.0,49.0,60.0,64.0,57.0,33.0,74.0,37.0,77.0,16.0,68.0,56.0,21.0,34.0,25.0,42.0,9.0,11.0,8.0,9.0,16.0,1,182.88
22,62,73,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CDM,163,44.0,38.0,69.0,67.0,39.0,58.0,43.0,42.0,66.0,59.0,62.0,62.0,66.0,62.0,73.0,67.0,57.0,60.0,76.0,46.0,56.0,46.0,54.0,44.0,7.0,13.0,9.0,13.0,13.0,5,182.88
30,62,62,Right,1.0,2.0,2.0,Medium/ High,Lean,CDM,161,52.0,51.0,54.0,63.0,56.0,62.0,51.0,50.0,54.0,61.0,68.0,61.0,49.0,57.0,58.0,70.0,75.0,45.0,63.0,58.0,46.0,48.0,56.0,51.0,14.0,16.0,7.0,11.0,15.0,5,187.96
21,62,72,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,176,39.0,30.0,61.0,65.0,27.0,55.0,42.0,31.0,63.0,63.0,56.0,59.0,38.0,47.0,55.0,59.0,71.0,29.0,57.0,58.0,34.0,59.0,38.0,55.0,12.0,10.0,6.0,11.0,5.0,2,190.5
21,62,74,Right,1.0,2.0,2.0,Medium/ Medium,Lean,RB,159,40.0,29.0,46.0,31.0,36.0,64.0,35.0,37.0,36.0,47.0,76.0,60.0,68.0,28.0,57.0,75.0,32.0,27.0,74.0,72.0,41.0,41.0,42.0,52.0,9.0,11.0,13.0,10.0,6.0,2,177.8
23,62,68,Left,1.0,3.0,3.0,High/ Low,Lean,ST,154,34.0,59.0,53.0,46.0,48.0,64.0,58.0,65.0,30.0,58.0,80.0,74.0,69.0,71.0,73.0,46.0,56.0,64.0,25.0,18.0,59.0,40.0,63.0,55.0,8.0,13.0,9.0,7.0,15.0,3,177.8
20,62,79,Right,1.0,4.0,2.0,High/ Medium,Lean,RWB,150,60.0,48.0,45.0,61.0,42.0,64.0,50.0,48.0,54.0,59.0,76.0,78.0,73.0,49.0,50.0,68.0,63.0,49.0,52.0,54.0,53.0,52.0,50.0,51.0,10.0,8.0,14.0,11.0,15.0,3,180.34
21,62,74,Left,1.0,3.0,3.0,High/ Low,Lean,LM,176,55.0,60.0,39.0,57.0,61.0,64.0,54.0,38.0,35.0,65.0,85.0,67.0,67.0,64.0,40.0,52.0,70.0,55.0,36.0,19.0,61.0,61.0,58.0,54.0,11.0,9.0,6.0,7.0,8.0,2,187.96
